1.000E-02 = radius(micron) ionized PAH/graphitic solid             
w(micron)   Q_ext     Q_abs     Q_sca    g=<cos>
1.096E-01 9.496E-01 7.756E-01 1.740E-01 6.66E-02
1.084E-01 1.044E+00 8.478E-01 1.958E-01 6.15E-02
1.072E-01 1.154E+00 9.340E-01 2.203E-01 5.92E-02
1.059E-01 1.268E+00 1.025E+00 2.426E-01 5.98E-02
1.047E-01 1.382E+00 1.120E+00 2.620E-01 6.14E-02
1.035E-01 1.489E+00 1.209E+00 2.796E-01 6.21E-02
1.023E-01 1.586E+00 1.290E+00 2.958E-01 6.22E-02
1.012E-01 1.677E+00 1.363E+00 3.142E-01 6.15E-02
1.000E-01 1.771E+00 1.436E+00 3.347E-01 6.04E-02
9.886E-02 1.876E+00 1.516E+00 3.605E-01 5.87E-02
9.772E-02 1.985E+00 1.597E+00 3.875E-01 5.73E-02
9.661E-02 2.084E+00 1.675E+00 4.088E-01 5.71E-02
9.550E-02 2.165E+00 1.741E+00 4.241E-01 5.75E-02
9.441E-02 2.222E+00 1.789E+00 4.327E-01 5.86E-02
9.333E-02 2.264E+00 1.826E+00 4.381E-01 5.99E-02
9.226E-02 2.304E+00 1.859E+00 4.444E-01 6.14E-02
9.120E-02 2.335E+00 1.886E+00 4.498E-01 6.31E-02
9.016E-02 2.344E+00 1.894E+00 4.500E-01 6.54E-02
8.913E-02 2.357E+00 1.905E+00 4.526E-01 6.75E-02
8.810E-02 2.394E+00 1.928E+00 4.657E-01 6.84E-02
8.710E-02 2.455E+00 1.964E+00 4.909E-01 6.82E-02
8.610E-02 2.519E+00 2.000E+00 5.188E-01 6.79E-02
8.511E-02 2.586E+00 2.037E+00 5.487E-01 6.78E-02
8.414E-02 2.654E+00 2.074E+00 5.799E-01 6.79E-02
8.318E-02 2.724E+00 2.112E+00 6.115E-01 6.84E-02
8.222E-02 2.790E+00 2.151E+00 6.385E-01 6.96E-02
8.128E-02 2.847E+00 2.188E+00 6.585E-01 7.17E-02
8.035E-02 2.898E+00 2.223E+00 6.750E-01 7.43E-02
7.943E-02 2.940E+00 2.254E+00 6.866E-01 7.74E-02
7.852E-02 2.973E+00 2.280E+00 6.923E-01 8.12E-02
7.762E-02 2.992E+00 2.301E+00 6.911E-01 8.57E-02
7.674E-02 3.008E+00 2.318E+00 6.898E-01 9.02E-02
7.586E-02 3.018E+00 2.331E+00 6.868E-01 9.50E-02
7.499E-02 3.019E+00 2.338E+00 6.812E-01 9.99E-02
7.413E-02 3.009E+00 2.336E+00 6.731E-01 1.05E-01
7.328E-02 2.986E+00 2.323E+00 6.630E-01 1.10E-01
7.244E-02 2.947E+00 2.295E+00 6.517E-01 1.16E-01
7.161E-02 2.890E+00 2.251E+00 6.389E-01 1.21E-01
7.079E-02 2.818E+00 2.194E+00 6.240E-01 1.26E-01
6.998E-02 2.731E+00 2.124E+00 6.071E-01 1.32E-01
6.918E-02 2.634E+00 2.046E+00 5.884E-01 1.37E-01
6.839E-02 2.527E+00 1.962E+00 5.646E-01 1.43E-01
6.761E-02 2.418E+00 1.880E+00 5.387E-01 1.48E-01
6.683E-02 2.314E+00 1.801E+00 5.134E-01 1.53E-01
6.607E-02 2.216E+00 1.727E+00 4.888E-01 1.57E-01
6.531E-02 2.120E+00 1.655E+00 4.648E-01 1.62E-01
6.457E-02 2.042E+00 1.595E+00 4.467E-01 1.67E-01
6.383E-02 1.971E+00 1.540E+00 4.312E-01 1.71E-01
6.310E-02 1.907E+00 1.489E+00 4.177E-01 1.76E-01
6.237E-02 1.848E+00 1.442E+00 4.062E-01 1.80E-01
6.166E-02 1.795E+00 1.397E+00 3.977E-01 1.85E-01
6.095E-02 1.744E+00 1.352E+00 3.917E-01 1.90E-01
6.026E-02 1.694E+00 1.308E+00 3.866E-01 1.94E-01
5.957E-02 1.646E+00 1.263E+00 3.826E-01 1.99E-01
5.888E-02 1.597E+00 1.218E+00 3.790E-01 2.04E-01
5.821E-02 1.543E+00 1.169E+00 3.734E-01 2.08E-01
5.754E-02 1.368E+00 1.000E+00 3.674E-01 2.13E-01
5.689E-02 1.331E+00 9.697E-01 3.611E-01 2.18E-01
5.623E-02 1.292E+00 9.382E-01 3.541E-01 2.22E-01
5.559E-02 1.251E+00 9.059E-01 3.455E-01 2.27E-01
5.495E-02 1.212E+00 8.747E-01 3.368E-01 2.32E-01
5.433E-02 1.172E+00 8.445E-01 3.279E-01 2.36E-01
5.370E-02 1.136E+00 8.166E-01 3.192E-01 2.41E-01
5.309E-02 1.105E+00 7.933E-01 3.114E-01 2.47E-01
5.248E-02 1.075E+00 7.716E-01 3.039E-01 2.52E-01
5.188E-02 1.048E+00 7.515E-01 2.967E-01 2.57E-01
5.129E-02 1.022E+00 7.318E-01 2.900E-01 2.63E-01
5.070E-02 9.962E-01 7.123E-01 2.839E-01 2.68E-01
5.012E-02 9.715E-01 6.934E-01 2.781E-01 2.74E-01
4.955E-02 9.478E-01 6.752E-01 2.726E-01 2.79E-01
4.898E-02 9.254E-01 6.580E-01 2.674E-01 2.85E-01
4.842E-02 9.032E-01 6.411E-01 2.621E-01 2.91E-01
4.786E-02 8.813E-01 6.245E-01 2.568E-01 2.97E-01
4.732E-02 8.578E-01 6.068E-01 2.510E-01 3.03E-01
4.677E-02 8.340E-01 5.889E-01 2.451E-01 3.09E-01
4.624E-02 8.108E-01 5.716E-01 2.391E-01 3.15E-01
4.571E-02 7.899E-01 5.565E-01 2.334E-01 3.22E-01
4.519E-02 7.723E-01 5.441E-01 2.281E-01 3.28E-01
4.467E-02 7.549E-01 5.323E-01 2.227E-01 3.35E-01
4.416E-02 7.365E-01 5.196E-01 2.169E-01 3.42E-01
4.365E-02 7.138E-01 5.032E-01 2.106E-01 3.49E-01
4.315E-02 6.915E-01 4.875E-01 2.040E-01 3.56E-01
4.266E-02 6.708E-01 4.736E-01 1.972E-01 3.63E-01
4.217E-02 6.561E-01 4.660E-01 1.900E-01 3.70E-01
4.169E-02 6.438E-01 4.608E-01 1.830E-01 3.79E-01
4.121E-02 6.340E-01 4.576E-01 1.764E-01 3.87E-01
4.074E-02 6.252E-01 4.542E-01 1.709E-01 3.95E-01
4.027E-02 6.181E-01 4.521E-01 1.660E-01 4.04E-01
3.981E-02 6.126E-01 4.511E-01 1.615E-01 4.12E-01
3.935E-02 6.085E-01 4.513E-01 1.572E-01 4.21E-01
3.890E-02 6.065E-01 4.530E-01 1.535E-01 4.30E-01
3.846E-02 6.066E-01 4.564E-01 1.501E-01 4.39E-01
3.802E-02 6.095E-01 4.617E-01 1.478E-01 4.48E-01
3.758E-02 6.156E-01 4.689E-01 1.467E-01 4.57E-01
3.715E-02 6.303E-01 4.812E-01 1.491E-01 4.67E-01
3.673E-02 6.437E-01 4.911E-01 1.525E-01 4.76E-01
3.631E-02 6.508E-01 4.945E-01 1.563E-01 4.84E-01
3.589E-02 6.468E-01 4.880E-01 1.588E-01 4.92E-01
3.548E-02 6.385E-01 4.778E-01 1.607E-01 4.99E-01
3.508E-02 6.304E-01 4.694E-01 1.610E-01 5.07E-01
3.467E-02 6.222E-01 4.617E-01 1.605E-01 5.15E-01
3.428E-02 6.136E-01 4.541E-01 1.595E-01 5.23E-01
3.388E-02 6.053E-01 4.466E-01 1.587E-01 5.31E-01
3.350E-02 5.970E-01 4.393E-01 1.577E-01 5.39E-01
3.311E-02 5.887E-01 4.321E-01 1.567E-01 5.47E-01
3.273E-02 5.805E-01 4.249E-01 1.555E-01 5.56E-01
3.236E-02 5.722E-01 4.179E-01 1.543E-01 5.64E-01
3.199E-02 5.639E-01 4.109E-01 1.530E-01 5.72E-01
3.162E-02 5.556E-01 4.040E-01 1.516E-01 5.80E-01
3.126E-02 5.474E-01 3.972E-01 1.502E-01 5.88E-01
3.090E-02 5.393E-01 3.905E-01 1.487E-01 5.96E-01
3.055E-02 5.312E-01 3.839E-01 1.472E-01 6.05E-01
3.020E-02 5.231E-01 3.773E-01 1.457E-01 6.13E-01
2.985E-02 5.150E-01 3.708E-01 1.442E-01 6.21E-01
2.951E-02 5.070E-01 3.643E-01 1.426E-01 6.29E-01
2.917E-02 4.990E-01 3.580E-01 1.410E-01 6.37E-01
2.884E-02 4.911E-01 3.518E-01 1.394E-01 6.45E-01
2.851E-02 4.833E-01 3.456E-01 1.377E-01 6.53E-01
2.818E-02 4.756E-01 3.396E-01 1.361E-01 6.60E-01
2.786E-02 4.680E-01 3.336E-01 1.344E-01 6.68E-01
2.754E-02 4.605E-01 3.277E-01 1.328E-01 6.76E-01
2.723E-02 4.531E-01 3.219E-01 1.312E-01 6.83E-01
2.692E-02 4.457E-01 3.162E-01 1.295E-01 6.91E-01
2.661E-02 4.384E-01 3.105E-01 1.279E-01 6.98E-01
2.630E-02 4.311E-01 3.049E-01 1.262E-01 7.05E-01
2.600E-02 4.239E-01 2.993E-01 1.246E-01 7.12E-01
2.570E-02 4.168E-01 2.938E-01 1.229E-01 7.18E-01
2.541E-02 4.097E-01 2.884E-01 1.213E-01 7.25E-01
2.512E-02 4.026E-01 2.830E-01 1.196E-01 7.31E-01
2.483E-02 3.957E-01 2.777E-01 1.180E-01 7.37E-01
2.455E-02 3.888E-01 2.725E-01 1.163E-01 7.43E-01
2.427E-02 3.820E-01 2.673E-01 1.147E-01 7.49E-01
2.399E-02 3.753E-01 2.622E-01 1.131E-01 7.55E-01
2.371E-02 3.688E-01 2.572E-01 1.116E-01 7.60E-01
2.344E-02 3.623E-01 2.523E-01 1.100E-01 7.65E-01
2.317E-02 3.558E-01 2.474E-01 1.084E-01 7.70E-01
2.291E-02 3.495E-01 2.426E-01 1.069E-01 7.74E-01
2.265E-02 3.432E-01 2.379E-01 1.054E-01 7.79E-01
2.239E-02 3.371E-01 2.332E-01 1.039E-01 7.83E-01
2.213E-02 3.310E-01 2.286E-01 1.024E-01 7.87E-01
2.188E-02 3.250E-01 2.241E-01 1.009E-01 7.90E-01
2.163E-02 3.191E-01 2.196E-01 9.942E-02 7.94E-01
2.138E-02 3.133E-01 2.153E-01 9.798E-02 7.97E-01
2.113E-02 3.076E-01 2.110E-01 9.656E-02 8.00E-01
2.089E-02 3.019E-01 2.068E-01 9.514E-02 8.03E-01
2.065E-02 2.963E-01 2.025E-01 9.373E-02 8.06E-01
2.042E-02 2.909E-01 1.986E-01 9.238E-02 8.08E-01
2.018E-02 2.856E-01 1.946E-01 9.103E-02 8.11E-01
1.995E-02 2.803E-01 1.906E-01 8.968E-02 8.13E-01
1.972E-02 2.750E-01 1.867E-01 8.832E-02 8.16E-01
1.950E-02 2.698E-01 1.828E-01 8.697E-02 8.18E-01
1.928E-02 2.646E-01 1.790E-01 8.562E-02 8.20E-01
1.905E-02 2.596E-01 1.753E-01 8.428E-02 8.23E-01
1.884E-02 2.546E-01 1.717E-01 8.297E-02 8.25E-01
1.862E-02 2.498E-01 1.681E-01 8.167E-02 8.27E-01
1.841E-02 2.450E-01 1.646E-01 8.036E-02 8.30E-01
1.820E-02 2.402E-01 1.612E-01 7.907E-02 8.32E-01
1.799E-02 2.356E-01 1.578E-01 7.779E-02 8.35E-01
1.778E-02 2.311E-01 1.546E-01 7.652E-02 8.38E-01
1.758E-02 2.266E-01 1.514E-01 7.527E-02 8.40E-01
1.738E-02 2.222E-01 1.482E-01 7.401E-02 8.43E-01
1.718E-02 2.178E-01 1.450E-01 7.275E-02 8.46E-01
1.698E-02 2.135E-01 1.420E-01 7.150E-02 8.49E-01
1.679E-02 2.092E-01 1.389E-01 7.027E-02 8.53E-01
1.660E-02 2.051E-01 1.360E-01 6.904E-02 8.56E-01
1.641E-02 2.010E-01 1.331E-01 6.783E-02 8.59E-01
1.622E-02 1.969E-01 1.303E-01 6.661E-02 8.62E-01
1.603E-02 1.929E-01 1.275E-01 6.540E-02 8.66E-01
1.585E-02 1.889E-01 1.247E-01 6.420E-02 8.69E-01
1.567E-02 1.850E-01 1.220E-01 6.301E-02 8.72E-01
1.549E-02 1.812E-01 1.194E-01 6.185E-02 8.75E-01
1.531E-02 1.774E-01 1.167E-01 6.069E-02 8.78E-01
1.514E-02 1.737E-01 1.141E-01 5.954E-02 8.81E-01
1.496E-02 1.700E-01 1.116E-01 5.841E-02 8.84E-01
1.479E-02 1.664E-01 1.091E-01 5.730E-02 8.86E-01
1.462E-02 1.629E-01 1.067E-01 5.621E-02 8.89E-01
1.445E-02 1.594E-01 1.043E-01 5.514E-02 8.91E-01
1.429E-02 1.560E-01 1.019E-01 5.407E-02 8.93E-01
1.413E-02 1.527E-01 9.964E-02 5.302E-02 8.95E-01
1.396E-02 1.494E-01 9.740E-02 5.199E-02 8.97E-01
1.380E-02 1.462E-01 9.521E-02 5.099E-02 8.98E-01
1.365E-02 1.430E-01 9.305E-02 4.999E-02 9.00E-01
1.349E-02 1.399E-01 9.093E-02 4.900E-02 9.01E-01
1.334E-02 1.369E-01 8.884E-02 4.803E-02 9.02E-01
1.318E-02 1.339E-01 8.680E-02 4.708E-02 9.04E-01
1.303E-02 1.310E-01 8.482E-02 4.615E-02 9.05E-01
1.288E-02 1.281E-01 8.290E-02 4.524E-02 9.06E-01
1.274E-02 1.253E-01 8.099E-02 4.433E-02 9.07E-01
1.259E-02 1.225E-01 7.910E-02 4.343E-02 9.09E-01
1.245E-02 1.198E-01 7.724E-02 4.253E-02 9.10E-01
1.230E-02 1.172E-01 7.549E-02 4.168E-02 9.12E-01
1.216E-02 1.146E-01 7.379E-02 4.084E-02 9.13E-01
1.202E-02 1.121E-01 7.209E-02 4.000E-02 9.15E-01
1.189E-02 1.096E-01 7.041E-02 3.916E-02 9.17E-01
1.175E-02 1.071E-01 6.873E-02 3.832E-02 9.19E-01
1.161E-02 1.046E-01 6.708E-02 3.749E-02 9.21E-01
1.148E-02 1.021E-01 6.545E-02 3.666E-02 9.23E-01
1.135E-02 9.970E-02 6.386E-02 3.585E-02 9.24E-01
1.122E-02 9.736E-02 6.231E-02 3.505E-02 9.26E-01
1.109E-02 9.509E-02 6.082E-02 3.427E-02 9.28E-01
1.096E-02 9.285E-02 5.935E-02 3.351E-02 9.30E-01
1.084E-02 9.065E-02 5.790E-02 3.275E-02 9.31E-01
1.072E-02 8.850E-02 5.649E-02 3.201E-02 9.32E-01
1.059E-02 8.640E-02 5.511E-02 3.128E-02 9.34E-01
1.047E-02 8.436E-02 5.378E-02 3.058E-02 9.35E-01
1.035E-02 8.239E-02 5.250E-02 2.989E-02 9.36E-01
1.023E-02 8.044E-02 5.123E-02 2.921E-02 9.37E-01
1.012E-02 7.851E-02 4.997E-02 2.854E-02 9.38E-01
1.000E-02 7.661E-02 4.873E-02 2.788E-02 9.39E-01
9.886E-03 7.475E-02 4.752E-02 2.723E-02 9.40E-01
9.772E-03 7.294E-02 4.634E-02 2.660E-02 9.41E-01
9.661E-03 7.117E-02 4.520E-02 2.598E-02 9.41E-01
9.550E-03 6.947E-02 4.410E-02 2.537E-02 9.42E-01
9.441E-03 6.778E-02 4.301E-02 2.477E-02 9.43E-01
9.333E-03 6.611E-02 4.193E-02 2.418E-02 9.44E-01
9.226E-03 6.447E-02 4.088E-02 2.359E-02 9.46E-01
9.120E-03 6.287E-02 3.985E-02 2.301E-02 9.47E-01
9.016E-03 6.130E-02 3.885E-02 2.245E-02 9.48E-01
8.913E-03 5.978E-02 3.788E-02 2.189E-02 9.49E-01
8.810E-03 5.830E-02 3.694E-02 2.135E-02 9.50E-01
8.710E-03 5.683E-02 3.601E-02 2.082E-02 9.51E-01
8.610E-03 5.539E-02 3.510E-02 2.029E-02 9.53E-01
8.511E-03 5.397E-02 3.420E-02 1.977E-02 9.54E-01
8.414E-03 5.260E-02 3.334E-02 1.926E-02 9.55E-01
8.318E-03 5.126E-02 3.249E-02 1.876E-02 9.55E-01
8.222E-03 4.995E-02 3.167E-02 1.828E-02 9.56E-01
8.128E-03 4.866E-02 3.087E-02 1.780E-02 9.57E-01
8.035E-03 4.740E-02 3.007E-02 1.733E-02 9.57E-01
7.943E-03 4.616E-02 2.930E-02 1.687E-02 9.58E-01
7.852E-03 4.495E-02 2.854E-02 1.641E-02 9.59E-01
7.762E-03 4.378E-02 2.781E-02 1.597E-02 9.59E-01
7.674E-03 4.262E-02 2.709E-02 1.553E-02 9.60E-01
7.586E-03 4.147E-02 2.638E-02 1.509E-02 9.61E-01
7.499E-03 4.036E-02 2.569E-02 1.467E-02 9.62E-01
7.413E-03 3.928E-02 2.502E-02 1.426E-02 9.62E-01
7.328E-03 3.824E-02 2.438E-02 1.385E-02 9.63E-01
7.244E-03 3.721E-02 2.376E-02 1.345E-02 9.64E-01
7.161E-03 3.620E-02 2.314E-02 1.306E-02 9.65E-01
7.079E-03 3.522E-02 2.255E-02 1.268E-02 9.66E-01
6.998E-03 3.426E-02 2.196E-02 1.230E-02 9.66E-01
6.918E-03 3.331E-02 2.138E-02 1.193E-02 9.67E-01
6.839E-03 3.239E-02 2.083E-02 1.156E-02 9.68E-01
6.761E-03 3.149E-02 2.028E-02 1.120E-02 9.68E-01
6.683E-03 3.060E-02 1.975E-02 1.085E-02 9.69E-01
6.607E-03 2.972E-02 1.922E-02 1.050E-02 9.69E-01
6.531E-03 2.886E-02 1.871E-02 1.015E-02 9.70E-01
6.457E-03 2.804E-02 1.823E-02 9.815E-03 9.70E-01
6.383E-03 2.723E-02 1.774E-02 9.483E-03 9.71E-01
6.310E-03 2.642E-02 1.727E-02 9.153E-03 9.71E-01
6.237E-03 2.563E-02 1.681E-02 8.826E-03 9.72E-01
6.166E-03 2.488E-02 1.637E-02 8.511E-03 9.73E-01
6.095E-03 2.415E-02 1.595E-02 8.207E-03 9.73E-01
6.026E-03 2.343E-02 1.553E-02 7.902E-03 9.74E-01
5.957E-03 2.272E-02 1.512E-02 7.595E-03 9.74E-01
5.888E-03 2.201E-02 1.472E-02 7.289E-03 9.75E-01
5.821E-03 2.130E-02 1.432E-02 6.983E-03 9.75E-01
5.754E-03 2.060E-02 1.393E-02 6.678E-03 9.76E-01
5.689E-03 1.992E-02 1.354E-02 6.375E-03 9.76E-01
5.623E-03 1.925E-02 1.317E-02 6.077E-03 9.76E-01
5.559E-03 1.861E-02 1.282E-02 5.792E-03 9.77E-01
5.495E-03 1.797E-02 1.247E-02 5.503E-03 9.77E-01
5.433E-03 1.734E-02 1.213E-02 5.212E-03 9.78E-01
5.370E-03 1.672E-02 1.180E-02 4.918E-03 9.78E-01
5.309E-03 1.610E-02 1.148E-02 4.623E-03 9.79E-01
5.248E-03 1.550E-02 1.117E-02 4.327E-03 9.79E-01
5.188E-03 1.490E-02 1.087E-02 4.031E-03 9.80E-01
5.129E-03 1.442E-02 1.058E-02 3.837E-03 9.80E-01
5.070E-03 1.394E-02 1.029E-02 3.649E-03 9.80E-01
5.012E-03 1.341E-02 1.001E-02 3.399E-03 9.81E-01
4.955E-03 1.282E-02 9.733E-03 3.090E-03 9.81E-01
4.898E-03 1.219E-02 9.467E-03 2.727E-03 9.81E-01
4.842E-03 1.153E-02 9.212E-03 2.320E-03 9.82E-01
4.786E-03 1.085E-02 8.968E-03 1.882E-03 9.82E-01
4.732E-03 1.001E-02 8.723E-03 1.287E-03 9.82E-01
4.677E-03 9.153E-03 8.482E-03 6.713E-04 9.83E-01
4.624E-03 8.455E-03 8.249E-03 2.065E-04 9.83E-01
4.571E-03 8.051E-03 8.025E-03 2.504E-05 9.84E-01
4.519E-03 8.109E-03 7.813E-03 2.956E-04 9.84E-01
4.467E-03 8.841E-03 7.612E-03 1.228E-03 9.84E-01
4.416E-03 1.630E-01 1.547E-01 8.389E-03 9.84E-01
4.365E-03 1.591E-01 1.517E-01 7.420E-03 9.85E-01
4.315E-03 1.554E-01 1.488E-01 6.662E-03 9.85E-01
4.266E-03 1.523E-01 1.458E-01 6.473E-03 9.85E-01
4.217E-03 1.496E-01 1.429E-01 6.700E-03 9.86E-01
4.169E-03 1.472E-01 1.400E-01 7.192E-03 9.86E-01
4.121E-03 1.449E-01 1.372E-01 7.720E-03 9.86E-01
4.074E-03 1.425E-01 1.345E-01 8.003E-03 9.86E-01
4.027E-03 1.399E-01 1.317E-01 8.227E-03 9.87E-01
3.981E-03 1.374E-01 1.290E-01 8.355E-03 9.87E-01
3.935E-03 1.347E-01 1.263E-01 8.355E-03 9.87E-01
3.890E-03 1.319E-01 1.237E-01 8.201E-03 9.87E-01
3.846E-03 1.292E-01 1.211E-01 8.126E-03 9.88E-01
3.802E-03 1.266E-01 1.185E-01 8.147E-03 9.88E-01
3.758E-03 1.240E-01 1.159E-01 8.154E-03 9.88E-01
3.715E-03 1.215E-01 1.133E-01 8.142E-03 9.88E-01
3.673E-03 1.189E-01 1.108E-01 8.108E-03 9.89E-01
3.631E-03 1.164E-01 1.084E-01 8.061E-03 9.89E-01
3.589E-03 1.140E-01 1.059E-01 8.022E-03 9.89E-01
3.548E-03 1.115E-01 1.035E-01 7.975E-03 9.89E-01
3.508E-03 1.091E-01 1.012E-01 7.919E-03 9.89E-01
3.467E-03 1.067E-01 9.884E-02 7.852E-03 9.90E-01
3.428E-03 1.043E-01 9.655E-02 7.779E-03 9.90E-01
3.388E-03 1.020E-01 9.429E-02 7.706E-03 9.90E-01
3.350E-03 9.968E-02 9.205E-02 7.628E-03 9.90E-01
3.311E-03 9.741E-02 8.986E-02 7.546E-03 9.90E-01
3.273E-03 9.517E-02 8.771E-02 7.457E-03 9.91E-01
3.236E-03 9.299E-02 8.563E-02 7.364E-03 9.91E-01
3.199E-03 9.084E-02 8.357E-02 7.269E-03 9.91E-01
3.162E-03 8.869E-02 8.152E-02 7.174E-03 9.91E-01
3.126E-03 8.656E-02 7.948E-02 7.077E-03 9.91E-01
3.090E-03 8.450E-02 7.752E-02 6.981E-03 9.92E-01
3.055E-03 8.260E-02 7.571E-02 6.884E-03 9.92E-01
3.020E-03 8.068E-02 7.390E-02 6.786E-03 9.92E-01
2.985E-03 7.877E-02 7.208E-02 6.687E-03 9.92E-01
2.951E-03 7.686E-02 7.027E-02 6.587E-03 9.92E-01
2.917E-03 7.496E-02 6.847E-02 6.486E-03 9.92E-01
2.884E-03 7.307E-02 6.668E-02 6.385E-03 9.93E-01
2.851E-03 7.119E-02 6.491E-02 6.283E-03 9.93E-01
2.818E-03 6.934E-02 6.316E-02 6.180E-03 9.93E-01
2.786E-03 6.751E-02 6.143E-02 6.077E-03 9.93E-01
2.754E-03 6.572E-02 5.975E-02 5.973E-03 9.93E-01
2.723E-03 6.403E-02 5.817E-02 5.868E-03 9.93E-01
2.692E-03 6.237E-02 5.660E-02 5.763E-03 9.93E-01
2.661E-03 6.073E-02 5.507E-02 5.658E-03 9.93E-01
2.630E-03 5.911E-02 5.356E-02 5.552E-03 9.94E-01
2.600E-03 5.753E-02 5.209E-02 5.447E-03 9.94E-01
2.570E-03 5.600E-02 5.065E-02 5.342E-03 9.94E-01
2.541E-03 5.450E-02 4.927E-02 5.237E-03 9.94E-01
2.512E-03 5.306E-02 4.793E-02 5.133E-03 9.94E-01
2.483E-03 5.168E-02 4.665E-02 5.029E-03 9.94E-01
2.455E-03 5.031E-02 4.538E-02 4.930E-03 9.94E-01
2.427E-03 4.894E-02 4.411E-02 4.832E-03 9.94E-01
2.399E-03 4.760E-02 4.286E-02 4.734E-03 9.95E-01
2.371E-03 4.629E-02 4.165E-02 4.638E-03 9.95E-01
2.344E-03 4.501E-02 4.046E-02 4.543E-03 9.95E-01
2.317E-03 4.376E-02 3.932E-02 4.449E-03 9.95E-01
2.291E-03 4.257E-02 3.821E-02 4.357E-03 9.95E-01
2.265E-03 4.141E-02 3.715E-02 4.267E-03 9.95E-01
2.239E-03 4.029E-02 3.611E-02 4.178E-03 9.95E-01
2.213E-03 3.916E-02 3.507E-02 4.090E-03 9.95E-01
2.188E-03 3.806E-02 3.406E-02 4.002E-03 9.95E-01
2.163E-03 3.698E-02 3.306E-02 3.917E-03 9.95E-01
2.138E-03 3.593E-02 3.210E-02 3.832E-03 9.96E-01
2.113E-03 3.491E-02 3.116E-02 3.749E-03 9.96E-01
2.089E-03 3.393E-02 3.027E-02 3.668E-03 9.96E-01
2.065E-03 3.299E-02 2.940E-02 3.589E-03 9.96E-01
2.042E-03 3.206E-02 2.855E-02 3.511E-03 9.96E-01
2.018E-03 3.114E-02 2.770E-02 3.434E-03 9.96E-01
1.995E-03 3.024E-02 2.688E-02 3.358E-03 9.96E-01
1.972E-03 2.936E-02 2.608E-02 3.283E-03 9.96E-01
1.950E-03 2.852E-02 2.530E-02 3.210E-03 9.96E-01
1.928E-03 2.770E-02 2.456E-02 3.139E-03 9.96E-01
1.905E-03 2.691E-02 2.384E-02 3.069E-03 9.96E-01
1.884E-03 2.613E-02 2.313E-02 3.001E-03 9.96E-01
1.862E-03 2.537E-02 2.243E-02 2.933E-03 9.96E-01
1.841E-03 2.462E-02 2.175E-02 2.866E-03 9.97E-01
1.820E-03 2.389E-02 2.109E-02 2.800E-03 9.97E-01
1.799E-03 2.319E-02 2.045E-02 2.736E-03 9.97E-01
1.778E-03 2.251E-02 1.984E-02 2.674E-03 9.97E-01
1.758E-03 2.186E-02 1.925E-02 2.612E-03 9.97E-01
1.738E-03 2.121E-02 1.866E-02 2.552E-03 9.97E-01
1.718E-03 2.058E-02 1.809E-02 2.492E-03 9.97E-01
1.698E-03 1.997E-02 1.753E-02 2.434E-03 9.97E-01
1.679E-03 1.937E-02 1.700E-02 2.378E-03 9.97E-01
1.660E-03 1.880E-02 1.648E-02 2.322E-03 9.97E-01
1.641E-03 1.825E-02 1.598E-02 2.268E-03 9.97E-01
1.622E-03 1.770E-02 1.549E-02 2.215E-03 9.97E-01
1.603E-03 1.717E-02 1.500E-02 2.164E-03 9.97E-01
1.585E-03 1.665E-02 1.454E-02 2.113E-03 9.97E-01
1.567E-03 1.615E-02 1.409E-02 2.063E-03 9.97E-01
1.549E-03 1.567E-02 1.366E-02 2.015E-03 9.97E-01
1.531E-03 1.520E-02 1.323E-02 1.968E-03 9.98E-01
1.514E-03 1.474E-02 1.282E-02 1.922E-03 9.98E-01
1.496E-03 1.429E-02 1.242E-02 1.876E-03 9.98E-01
1.479E-03 1.386E-02 1.203E-02 1.831E-03 9.98E-01
1.462E-03 1.344E-02 1.166E-02 1.788E-03 9.98E-01
1.445E-03 1.304E-02 1.129E-02 1.746E-03 9.98E-01
1.429E-03 1.264E-02 1.094E-02 1.704E-03 9.98E-01
1.413E-03 1.225E-02 1.059E-02 1.664E-03 9.98E-01
1.396E-03 1.188E-02 1.025E-02 1.625E-03 9.98E-01
1.380E-03 1.152E-02 9.931E-03 1.586E-03 9.98E-01
1.365E-03 1.117E-02 9.618E-03 1.549E-03 9.98E-01
1.349E-03 1.083E-02 9.314E-03 1.512E-03 9.98E-01
1.334E-03 1.049E-02 9.018E-03 1.476E-03 9.98E-01
1.318E-03 1.017E-02 8.732E-03 1.441E-03 9.98E-01
1.303E-03 9.865E-03 8.459E-03 1.406E-03 9.98E-01
1.288E-03 9.568E-03 8.195E-03 1.373E-03 9.98E-01
1.274E-03 9.276E-03 7.936E-03 1.340E-03 9.98E-01
1.259E-03 8.989E-03 7.681E-03 1.308E-03 9.98E-01
1.245E-03 8.708E-03 7.432E-03 1.276E-03 9.98E-01
1.230E-03 8.448E-03 7.202E-03 1.246E-03 9.98E-01
1.216E-03 8.197E-03 6.980E-03 1.217E-03 9.98E-01
1.202E-03 7.950E-03 6.761E-03 1.189E-03 9.98E-01
1.189E-03 7.706E-03 6.545E-03 1.160E-03 9.98E-01
1.175E-03 7.466E-03 6.333E-03 1.133E-03 9.98E-01
1.161E-03 7.230E-03 6.125E-03 1.105E-03 9.98E-01
1.148E-03 7.000E-03 5.922E-03 1.078E-03 9.99E-01
1.135E-03 6.777E-03 5.725E-03 1.052E-03 9.99E-01
